Timestamp,Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2
0,-4.777,-4.441,-160.975,28.846,14.378,27.647,-156.638,126.054,52.068,38.232,20.733,28.089,67.173,36.618,51.218,-3.849,-72.67,33.964,78.629,19.656,102.685,3.84,8.166,41.865,34.539,71.855,11.848,104.733,-180.71
6.38999999864609E-05,-6.309,-4.949,-154.154,27.793,8.728,26.082,-155.457,130.539,56.626,39.731,20.2,32.671,70.692,41.192,48.605,0.766,-72.597,38.028,79.062,14.514,105.144,2.3,9.182,34.139,37.578,62.561,7.225,104.116,-188.214
0.0150423999998566,-1.179,-9.042,-160.66,9.834,8.207,20.933,-157.863,122.212,44.274,32.007,11.471,26.491,57.814,35.003,42.921,-9.993,-79.185,29.793,69.762,6.302,104.014,-7.949,3.025,28.469,41.639,56.351,1.583,101.963,-196.223
0.0151055999999699,8.043,-1.861,-159.475,13.923,17.42,22.962,-155.656,123.114,45.767,32.487,16.582,24.415,61.342,37.018,46.976,-11.008,-74.495,32.837,73.79,15.517,114.668,0.256,5.584,41.248,47.233,66.541,11.827,105.959,-168.362
0.030076999999892,14.183,13.51,-147.02,34.401,20.989,34.209,-148.328,136.311,58.529,42.701,27.837,33.1,75.113,48.764,55.639,-1.775,-61.1,53.297,88.061,25.236,124.287,19.211,19.923,56.576,53.846,79.794,22.061,122.759,-151.287
0.0301402000000053,6.484,10.935,-137.139,28.219,12.771,35.2,-140.495,130.539,54.884,43.17,22.173,32.042,69.403,48.715,46.874,-6.384,-62.064,57.854,83.362,19.063,119.552,12.532,19.39,51.397,52.767,78.69,15.379,121.612,-169.067
0.0450627999998687,0.842,1.191,-137.002,12.822,11.221,26.968,-136.768,117.089,49.194,38.004,17.028,26.887,64.21,43.543,39.142,-13.55,-67.637,48.062,75.082,13.921,118.921,3.298,9.637,42.636,51.178,71.439,8.704,107.146,-164.799
0.0451361000000361,9.038,-1.372,-153.771,17.932,15.821,23.354,-147.39,120.045,48.12,32.331,15.987,25.323,63.122,40.426,45.763,-15.074,-70.131,43.404,76.032,13.907,121.363,6.368,6.554,39.52,56.249,66.244,8.183,104.477,-162.585
0.0600481000001309,4.931,-7.518,-168.474,16.89,3.51,14.622,-170.297,119.413,37.826,20.003,3.675,16.589,49.738,32.188,40.594,-24.28,-77.233,39.774,68.271,5.696,113.557,-0.298,4.498,31.796,54.656,60.543,1.002,102.323,-192.649
0.0749804000001859,-6.857,-8.536,-158.572,9.188,-6.74,8.46,-184.983,114.171,35.739,18.446,3.159,14.523,48.152,32.669,30.82,-26.817,-77.156,43.32,67.178,5.69,116.005,0.215,5.518,28.178,46.405,64.068,0.489,100.684,-188.87
0.0750418000002355,4.933,3.768,-145.605,23.524,10.173,24.845,-182.237,130.45,53.634,34.821,21.599,30.902,67.059,45.444,44.621,-14.495,-64.783,58.134,86.066,20.541,131.771,16.096,16.271,41.469,50.969,78.349,12.272,112.879,-155.893
0.0750831999998809,16.199,7.863,-150.071,32.722,23.483,35.066,-167.71,144.152,60.753,42.471,25.164,36.507,71.603,51.546,55.847,-9.87,-60.62,62.687,90.079,25.132,136.25,17.105,22.402,54.748,61.677,82.369,14.309,118.914,-156.25
0.0900489999999081,1.325,-0.342,-156.068,13.733,12.189,20.174,-163.956,129.663,48.396,33.207,12.331,25.199,62.31,49.957,41.959,-17.545,-68.244,55.964,76.669,15.885,127.404,8.891,15.208,45.472,58.541,71.016,4.561,108.549,-165.315
0.0901106000001164,-8.41,-1.366,-150.789,7.572,2.955,11.445,-190.432,124.923,43.225,25.489,9.757,22.613,58.661,46.321,34.233,-22.138,-72.274,52.834,75.055,12.795,124.203,9.394,9.045,32.106,50.798,64.285,1.994,105.878,-161.564
0.10544260000006,4.406,6.32,-142.441,28.569,13.198,25.266,-205.099,145.803,55.477,32.636,18.969,30.787,65.775,45.25,48.543,-15.456,-66.567,56.367,82.152,18.93,131.251,12.458,16.208,39.759,62.53,74.467,11.726,121.142,-164.476
0.105501399999866,15.673,15.023,-134.614,44.934,30.091,35.999,-172.106,155.903,67.205,47.973,30.733,39.465,80.054,57.5,65.913,-2.12,-53.18,66.045,92.316,29.67,141.878,22.692,31.049,56.625,80.911,89.761,25.035,138.439,-154.577
0.120067899999867,8.997,12.959,-134.48,39.254,30.573,30.84,-139.146,139.353,59.965,45.363,29.677,40.963,78.437,65.64,63.798,-3.143,-52.615,67.516,93.249,29.64,141.736,27.792,28.456,55.032,70.071,89.159,22.448,132.153,-139.566
0.135042200000044,-4.332,-9.084,-151.251,17.186,12.1,12.366,-171.282,118.209,38.388,20.215,7.619,25.04,53.767,42.52,42.217,-21.583,-76.128,47.981,68.565,6.557,126.738,2.662,4.349,33.46,37.726,67.041,2.958,101.795,-157.357
0.135104800000136,-4.328,-19.833,-166.469,3.848,5.94,3.644,-203.386,120.653,31.178,13.022,-4.684,11.183,45.004,24.035,33.978,-29.246,-88.348,38.199,51.59,-6.77,119.951,-14.247,-6.413,18.569,33.077,54.678,-1.656,93.496,-177.18
0.135147100000268,8.997,3.241,-152.471,23.824,26.426,23.621,-170.395,145.635,53.688,39.649,18.374,29.103,69.038,48.089,53.924,-10.773,-66.23,60.702,76.129,18.34,136.225,11.895,16.134,32.383,62.758,76.141,18.838,123.629,-159.072
0.150901500000145,11.037,19.119,-123.116,50.441,36.134,43.577,-137.437,158.809,73.614,58.053,36.799,49.566,86.387,75.706,64.629,7.68,-49.258,79.597,97.57,37.789,148.384,33.4,35.074,50.794,79.089,97.069,27.529,138.874,-133.81
0.16520730000002,1.292,7.829,-120.944,45.779,20.728,36.361,-153.694,147.38,65.856,47.748,22.93,36.196,75.03,65.384,50.219,1.525,-61.504,71.32,85.177,20.845,135.94,19.534,24.28,41.521,72.35,85.189,15.206,121.317,-134.701
0.165273600000091,0.266,0.649,-144.902,29.852,9.437,21.98,-185.815,138.011,49.909,30.795,7.538,19.254,57.537,42.265,39.411,-13.846,-74.25,58.441,68.186,5.967,119.923,5.17,11.961,25.086,70.741,68.198,7.506,114.023,-152.497
