Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2,Label
-11.176,-11.069,-125.766,-15.385,-1.325,1.931,258.14,13.322,-0.284,-0.561,-7.666,-14.781,-3.16,-3.774,-4.277,5.092,1.981,-2.393,-3.025,-8.298,44.235,-4.035,-5.679,-17.714,-22.775,-2.946,-17.983,-20.167,-94.44,3
-21.923,-20.792,-115.394,-27.152,-14.644,-11.391,288.621,2.038,-12.579,-13.88,-19.441,-21.938,-16.477,-10.43,-16.056,-6.183,-4.169,-13.149,-13.268,-21.61,31.383,-13.253,-16.431,-25.381,-47.855,-14.726,-24.625,-32.442,-101.005,3
-20.876,-22.308,-97.86,-18.416,-24.875,-12.917,305.75,-3.088,-19.227,-11.305,-19.422,-26.527,-18.51,-12.469,-22.7,-6.69,-5.702,-19.284,-13.255,-24.15,30.84,-14.776,-16.415,-19.208,-80.082,-13.174,-25.113,-31.897,-95.269,3
-15.22,-18.187,-111.594,-6.102,-23.314,1.953,273.169,18.432,-7.425,-1.559,-12.23,-22.915,-10.807,-10.407,-22.165,-5.146,-6.209,-11.068,-13.754,-18.49,33.883,-11.175,-10.763,-18.164,-66.17,-8.038,-20.477,-19.57,-92.612,3
-11.619,-12.534,-118.143,-3.534,-18.167,4.513,280.581,23.025,-5.368,-3.095,-12.218,-17.256,-11.821,-7.835,-17.532,-2.067,-4.665,-9.52,-10.154,-14.373,34.874,-6.041,-11.265,-22.245,-46.124,-7.006,-13.796,-15.452,-82.785,3
-8.021,-11.497,-107.778,-5.58,-22.248,-6.25,313.088,-5.687,-18.17,-11.801,-15.28,-19.801,-15.395,-7.827,-18.539,3.058,-3.636,-13.609,-0.41,-13.334,35.863,-3.986,-9.717,-19.661,-50.176,-4.437,-12.758,-23.121,-82.703,3
-1.865,-11.485,-105.621,-11.722,-22.225,-6.244,324.045,-16.953,-20.201,-11.277,-12.191,-17.732,-11.793,-9.356,-19.033,3.055,0.466,-3.349,2.152,-9.735,35.315,-0.908,-4.071,-16.567,-53.2,0.178,-13.77,-22.585,-93.378,3
5.821,1.846,-91.171,-4.538,-4.785,12.205,291.446,13.291,-4.812,6.665,-0.395,-3.882,0.514,-6.273,-5.694,10.224,6.613,5.876,6.248,0.009,40.403,9.851,2.08,-10.403,-53.147,7.35,-3.51,-2.071,-82.014,3
3.766,12.603,-73.149,19.032,6.491,30.636,258.879,38.38,5.951,19.466,9.851,2.27,10.759,-0.631,5.583,19.948,5.582,-2.839,15.976,5.132,44.973,17.014,6.689,-1.684,-57.704,15.028,5.203,10.739,-60.415,3
-3.922,2.856,-90.495,18.501,-3.762,20.359,291.408,21.948,-3.788,6.127,1.644,-9.003,2.552,-1.655,-3.132,10.194,-1.596,-11.033,9.3,-1.533,35.707,10.337,2.072,-7.83,-50.987,9.89,-5.048,-6.178,-63.941,3
-3.406,-9.442,-112.433,-8.157,-15.541,-8.863,323.904,-10.349,-21.203,-14.884,-16.288,-20.265,-13.332,-8.314,-14.912,-4.673,-4.668,-11.022,-7.103,-11.778,25.425,-2.994,-7.664,-23.703,-42.226,-4.977,-18.876,-20.516,-79.246,3
-1.353,-9.945,-103.099,-18.395,-13.476,-20.637,326.654,-25.708,-26.817,-18.968,-19.345,-20.757,-17.417,-12.404,-17.971,-4.156,-5.176,-14.597,-8.633,-17.402,25.399,-9.138,-8.169,-23.68,-50.893,-6.509,-18.857,-14.348,-80.704,3
-3.913,-6.349,-89.676,-8.643,-5.266,-9.345,294.052,-10.825,-20.643,-11.776,-11.129,-16.125,-11.765,-10.342,-16.416,-1.078,-4.658,-14.583,-2.989,-13.798,25.374,-3.494,-5.087,-15.971,-52.379,0.157,-13.715,-11.772,-67.816,3
-3.91,0.318,-92.148,0.587,-1.162,2.959,261.483,13.264,-12.425,-5.104,-7.532,-15.085,-6.118,-5.721,-9.227,-1.077,-1.067,-6.883,-0.937,-8.149,21.763,2.145,-6.619,-18.517,-37.47,-2.404,-11.652,-16.883,-57.502,3
-7.492,7.49,-95.13,9.296,-2.186,3.981,291.447,12.226,-13.437,-4.075,-7.524,-16.606,-5.599,-3.666,-5.12,1.486,0.983,-4.827,3.163,-9.165,20.716,0.606,-5.075,-18.498,-42.556,-0.865,-9.591,-8.157,-60.518,3
-13.12,7.482,-85.813,11.848,-3.208,1.928,323.944,-2.643,-19.059,-7.145,-6.492,-15.565,-7.643,-5.199,-8.701,2.509,-1.067,-4.823,6.746,-8.644,21.72,4.704,0.565,-9.771,-61.981,8.357,-7.02,5.683,-66.605,3
-6.447,5.938,-77.53,1.078,-2.693,7.561,291.344,9.142,-15.454,-4.576,-4.437,-12.476,-5.586,-8.268,-7.155,2.506,-2.603,-6.355,5.714,-4.024,21.698,9.31,-0.46,-11.81,-56.284,6.812,-6.501,5.678,-73.199,3
3.294,4.907,-84.113,-6.096,-0.641,11.14,267.999,24.503,-7.754,1.064,-1.871,-11.951,-4.556,-9.284,-3.049,4.553,-4.138,-13.008,4.684,-3.508,20.652,4.178,-3.533,-22.557,-44.444,-0.879,-6.494,-3.55,-77.736,3
1.754,5.927,-91.713,0.57,3.458,6.518,300.519,9.109,-7.746,2.088,0.181,-8.353,-4.551,-3.64,-4.071,7.11,-3.109,-8.897,6.728,-1.968,22.681,3.661,-1.993,-18.436,-57.72,0.658,-5.463,-8.669,-62.289,3
-0.81,10.532,-91.109,8.254,6.017,7.024,322.248,-5.757,-10.812,2.086,0.693,-5.271,0.577,-1.075,0.032,9.152,-0.544,-0.691,6.722,0.084,22.146,4.682,-2.503,-11.245,-73.544,3.219,-6.994,-11.734,-47.37,3
-4.907,7.447,-95.117,0.561,2.424,11.627,289.65,7.569,-9.777,2.083,-1.87,-8.852,-0.449,-11.32,-0.481,7.094,-7.204,-11.961,-0.457,-7.601,12.39,-4.544,-9.161,-20.455,-73.47,-3.444,-14.672,-14.796,-64.741,3
-14.124,-0.245,-94.509,-6.611,-1.676,7.517,258.622,19.856,-7.718,1.057,-5.966,-11.404,-5.571,-13.358,-10.214,2.988,-13.344,-20.658,-4.555,-11.692,4.693,-8.126,-11.201,-29.656,-60.077,-8.564,-19.78,-14.269,-82.095,3
-13.598,5.391,-73.41,4.154,-2.699,4.436,291.151,11.127,-7.71,2.08,-3.911,-9.344,-1.467,2.025,-6.618,5.035,-2.572,-8.342,1.085,-5.02,6.225,-0.945,-5.042,-23.991,-47.721,-3.944,-15.15,-8.62,-68.18,3
