timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
1970-01-14 10:05:41.161092,4212.692,4124.359,4236.538,4252.436,4253.333,4214.872,4163.974,4208.462,4242.179,4215.769,4570.0,4416.41,4351.795,4475.897
1970-01-14 10:05:41.161135,4217.564,4129.744,4238.205,4251.538,4376.41,4233.974,4167.949,4216.41,4248.077,4189.231,4581.538,4423.205,4357.821,4482.051
1970-01-14 10:05:41.161161,4224.744,4135.256,4240.128,4254.359,4420.513,4244.615,4174.487,4220.769,4251.154,4151.795,4590.0,4428.59,4360.385,4487.179
1970-01-14 10:05:41.161186,4230.897,4138.718,4241.282,4258.974,4376.667,4243.462,4180.641,4220.769,4250.641,4128.205,4592.436,4430.128,4359.487,4489.872
1970-01-14 10:05:41.176594,4234.359,4139.872,4241.538,4263.205,4289.231,4234.231,4183.077,4218.205,4248.333,4138.205,4589.615,4427.821,4356.923,4490.256
1970-01-14 10:05:41.176637,4235.128,4140.256,4241.538,4266.282,4216.667,4223.59,4180.513,4215.256,4246.667,4177.179,4584.744,4424.103,4354.231,4488.59
1970-01-14 10:05:41.179033,4234.359,4142.051,4242.179,4268.718,4193.205,4216.795,4174.487,4213.077,4247.051,4218.333,4581.026,4421.923,4352.564,4486.282
1970-01-14 10:05:41.179063,4233.846,4146.41,4243.974,4272.051,4212.949,4215.256,4169.359,4212.179,4249.359,4233.205,4580.513,4422.308,4352.692,4485.513
1970-01-14 10:05:41.193429,4234.487,4152.436,4246.41,4276.923,4242.692,4217.692,4169.231,4212.821,4251.923,4213.462,4583.59,4424.744,4355.128,4487.564
1970-01-14 10:05:41.193474,4236.026,4157.308,4248.718,4282.564,4248.974,4220.897,4174.615,4215.0,4253.333,4174.744,4589.103,4427.564,4359.487,4491.538
1970-01-14 10:05:41.193499,4237.436,4159.103,4250.641,4286.282,4221.282,4221.795,4181.538,4217.821,4253.333,4143.974,4594.231,4429.872,4363.846,4494.359
1970-01-14 10:05:41.193523,4237.821,4157.821,4252.179,4286.282,4175.385,4219.359,4184.872,4219.359,4252.564,4142.692,4596.538,4431.026,4365.769,4494.359
1970-01-14 10:05:41.206280,4237.179,4155.385,4252.821,4282.692,4139.615,4215.513,4182.692,4218.718,4252.051,4173.59,4594.744,4431.026,4364.231,4492.179
1970-01-14 10:05:41.206331,4235.385,4154.359,4252.821,4277.949,4136.282,4213.974,4177.692,4216.41,4251.923,4217.051,4590.385,4430.641,4361.026,4490.385
1970-01-14 10:05:41.206359,4233.205,4156.538,4253.462,4275.385,4168.205,4217.051,4174.872,4214.872,4252.179,4242.436,4587.692,4431.667,4359.487,4491.41
1970-01-14 10:05:41.221160,4231.795,4161.795,4256.41,4276.795,4216.026,4223.462,4176.923,4215.256,4253.333,4231.282,4590.128,4435.769,4362.692,4496.026
1970-01-14 10:05:41.221197,4232.051,4168.59,4261.667,4281.667,4250.128,4230.0,4182.692,4217.821,4256.026,4193.462,4598.59,4442.179,4370.897,4503.462
1970-01-14 10:05:41.221222,4234.103,4174.872,4266.667,4287.564,4251.538,4234.231,4188.205,4221.538,4260.897,4160.0,4609.231,4448.718,4381.026,4511.41
1970-01-14 10:05:41.236248,4236.154,4177.949,4269.103,4292.308,4227.051,4236.282,4190.385,4225.256,4267.692,4158.462,4616.667,4452.692,4387.949,4516.41
1970-01-14 10:05:41.236284,4236.154,4177.436,4268.077,4294.487,4205.0,4238.205,4189.615,4227.949,4274.231,4190.769,4616.923,4453.59,4388.077,4516.154
1970-01-14 10:05:41.236310,4232.564,4174.744,4264.487,4293.333,4212.949,4241.282,4187.949,4228.59,4277.436,4231.154,4610.256,4451.795,4381.923,4510.128
1970-01-14 10:05:41.236335,4225.641,4171.795,4259.872,4289.103,4255.128,4243.846,4186.795,4226.538,4275.769,4249.231,4600.897,4448.205,4373.205,4501.282
1970-01-14 10:05:41.238693,4217.692,4169.744,4255.641,4283.077,4310.128,4242.949,4185.641,4222.821,4269.872,4234.103,4593.846,4444.231,4366.154,4493.333
1970-01-14 10:05:41.254590,4211.538,4167.692,4252.564,4277.692,4348.846,4238.205,4184.359,4218.974,4262.949,4201.154,4592.179,4441.538,4363.077,4489.103
1970-01-14 10:05:41.254641,4209.231,4165.769,4251.667,4275.769,4354.872,4232.051,4183.462,4216.41,4258.077,4176.282,4595.128,4441.154,4363.718,4489.231
1970-01-14 10:05:41.254670,4210.897,4165.513,4252.821,4278.974,4331.282,4228.59,4183.59,4215.641,4257.308,4173.718,4599.615,4442.821,4366.538,4492.436
1970-01-14 10:05:41.254697,4214.744,4168.462,4254.872,4286.795,4293.077,4229.231,4184.872,4216.154,4260.256,4188.462,4602.692,4444.744,4370.256,4496.667
1970-01-14 10:05:41.266305,4217.436,4173.59,4255.769,4295.897,4257.436,4232.564,4186.795,4216.154,4263.846,4204.615,4602.308,4445.128,4373.205,4500.0
1970-01-14 10:05:41.266351,4215.897,4177.692,4254.487,4301.795,4237.308,4235.769,4188.333,4213.333,4264.615,4206.923,4597.564,4442.179,4373.59,4499.872
1970-01-14 10:05:41.266379,4209.615,4177.692,4250.513,4301.923,4236.154,4236.282,4188.077,4206.795,4260.641,4189.872,4589.615,4435.128,4370.256,4495.641
1970-01-14 10:05:41.266405,4201.538,4174.231,4245.128,4297.949,4244.487,4233.59,4185.256,4198.974,4253.718,4161.282,4582.308,4426.538,4364.872,4489.359
1970-01-14 10:05:41.281336,4196.41,4172.436,4241.154,4295.641,4243.462,4229.615,4181.538,4194.615,4248.59,4138.718,4580.128,4421.282,4361.538,4485.897
1970-01-14 10:05:41.281380,4197.692,4176.538,4241.923,4300.128,4222.308,4226.923,4179.231,4197.564,4250.128,4138.718,4585.128,4423.077,4363.205,4488.846
1970-01-14 10:05:41.281407,4204.615,4186.538,4247.692,4311.026,4191.026,4227.179,4180.0,4206.538,4258.718,4164.103,4595.128,4430.385,4369.615,4497.564
1970-01-14 10:05:41.281433,4212.821,4197.949,4255.256,4322.564,4174.487,4230.256,4183.077,4215.385,4269.744,4202.949,4604.359,4437.051,4377.308,4506.923
1970-01-14 10:05:41.296373,4217.692,4205.0,4260.0,4328.333,4188.077,4234.359,4186.282,4218.077,4276.41,4237.051,4608.59,4437.949,4382.564,4511.282
1970-01-14 10:05:41.296422,4217.051,4204.744,4260.128,4326.154,4220.897,4237.821,4187.051,4213.59,4275.641,4251.923,4606.923,4432.949,4383.59,4508.333
1970-01-14 10:05:41.296449,4211.667,4197.821,4256.667,4318.974,4241.41,4238.077,4184.231,4205.385,4268.846,4242.051,4601.538,4425.641,4380.128,4500.128
1970-01-14 10:05:41.313750,4204.487,4188.462,4252.692,4312.564,4226.154,4233.205,4178.846,4198.077,4260.385,4213.205,4595.897,4419.872,4373.846,4492.051
1970-01-14 10:05:41.313799,4199.487,4181.154,4250.513,4309.744,4186.538,4223.59,4173.59,4195.128,4255.641,4181.026,4592.821,4417.821,4367.692,4489.487
1970-01-14 10:05:41.313839,4199.231,4178.205,4250.897,4309.359,4163.462,4214.231,4171.923,4197.436,4257.436,4163.974,4593.59,4420.0,4364.744,4493.974
1970-01-14 10:05:41.313868,4203.333,4178.974,4252.821,4308.205,4190.769,4210.897,4174.487,4203.59,4264.231,4170.897,4597.692,4425.256,4366.154,4501.795
1970-01-14 10:05:41.326413,4209.103,4181.026,4254.487,4305.513,4259.359,4215.897,4179.744,4210.513,4271.538,4194.231,4603.205,4430.513,4371.026,4507.821
1970-01-14 10:05:41.326462,4213.846,4182.821,4255.128,4303.333,4321.41,4225.385,4184.615,4215.513,4275.0,4215.256,4607.949,4433.205,4376.538,4508.846
1970-01-14 10:05:41.326490,4216.41,4184.615,4255.513,4304.103,4333.718,4233.333,4187.179,4217.949,4273.846,4218.718,4611.026,4432.821,4380.256,4507.179
1970-01-14 10:05:41.326515,4217.692,4187.051,4256.538,4306.795,4297.821,4237.051,4188.205,4219.103,4270.897,4205.128,4612.692,4431.538,4381.795,4507.436
1970-01-14 10:05:41.341541,4218.462,4189.615,4258.077,4308.846,4255.385,4237.436,4189.487,4220.256,4269.231,4189.103,4613.846,4430.641,4382.179,4512.051
1970-01-14 10:05:41.341595,4218.974,4191.282,4259.487,4308.205,4248.077,4237.051,4192.564,4221.795,4269.872,4186.41,4615.0,4430.513,4382.436,4518.974
1970-01-14 10:05:41.341624,4218.718,4190.897,4260.128,4304.744,4280.641,4236.923,4196.154,4223.077,4271.41,4200.0,4615.641,4430.769,4382.692,4523.077
1970-01-14 10:05:41.341651,4216.41,4187.821,4259.487,4300.0,4318.846,4234.615,4196.41,4222.564,4271.795,4217.821,4614.231,4430.256,4381.41,4520.256
1970-01-14 10:05:41.356484,4211.282,4182.308,4256.667,4294.744,4316.923,4227.051,4190.769,4219.487,4269.103,4225.0,4608.974,4427.564,4376.923,4510.256
1970-01-14 10:05:41.356538,4204.231,4175.385,4251.538,4289.872,4256.026,4213.462,4180.0,4214.487,4262.436,4218.077,4600.0,4421.026,4369.103,4497.692
1970-01-14 10:05:41.356569,4197.308,4168.846,4245.897,4286.282,4163.333,4198.077,4169.615,4210.0,4254.487,4206.282,4589.615,4412.308,4360.0,4488.205
1970-01-14 10:05:41.371523,4193.846,4164.487,4243.205,4285.256,4095.897,4188.846,4165.641,4208.718,4249.487,4200.641,4582.949,4405.641,4353.846,4485.513
