timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.0,1.0574204905144615,0.8845239227651884,0.3760357092101036,0.43388015834172255,0.07256203379189917,-0.0011117907265554303,0.01282109986594786,0.08357722618099707,0.04730505460166062,0.21092738180288237,0.5825600946846792,0.3416119043688103,0.8447695417134817,1.0581213333431163
0.0078125,-5.809664315005376,-13.020861300729853,-5.538355909661074,-3.5525017314490412,-8.562004709826859,-2.2877322891718626,-2.363574958300319,-5.414554120210575,-1.4328776763066708,-4.038350464961331,-9.844491826188188,-6.3954526632938915,-7.5616351422261205,-11.513409119369637
0.015625,-3.7478196593120803,-14.145309955914058,-4.748928528832772,-1.6461825374780412,-20.993828621628186,-2.272595529403537,0.08006533969073784,-7.470099251397476,0.4441366770770711,-3.0687706681897695,-11.451437804619072,-6.886852113094598,-6.883638699915467,-13.742702613809511
0.0234375,3.3435176244671028,-4.207051987690691,0.1120032175752236,3.006617980947135,-28.022996805278595,-1.2350514560756556,4.8782850342102195,-5.884425137625809,3.391886811078865,1.237638963125496,-6.050514233661968,-3.8179940320328747,-0.031814072351308884,-6.965826330239404
0.03125,11.1367802700232,9.438882077195817,5.132733084532945,6.945148886836617,-21.684065111911657,-0.32663851384847603,9.041223358826313,-1.8281842764123437,5.334822150555273,6.017525486846987,1.6485058642293717,0.16415311152736367,8.843646654431632,4.488075731276403
0.0390625,17.523073772577135,19.341712749090284,8.608520791519151,9.60562289873324,-3.0608395926129286,0.585072229226697,11.511487397004109,3.466186229340241,6.410105126368605,9.59267814372904,8.14735615983096,4.212196231102087,17.1334883788581,16.07215749211696
0.046875,22.77558931854068,22.48145011038776,10.858072685399556,12.744341469444588,15.82938405708968,2.2660215484477195,12.165732501788613,8.627324314352174,7.6667644566968285,12.454505198201398,12.968703468052666,8.624562349847883,25.0047416653213,25.36609123129626
0.0546875,25.413495238490142,19.76471794020526,11.880146684192244,16.41851366653742,19.92926154460213,3.178618521625898,10.375539642092903,11.050421458039366,8.641903299900335,13.792110021123055,14.657743604961079,11.572814659808932,30.24543559119487,30.12317526314448
0.0625,23.703763072818212,14.557500564440046,10.862928405580055,18.588597860580478,4.1813165501880265,1.6526833669381056,5.767513161508423,8.886038640478882,8.222726377140402,12.003226923341582,12.07552469842081,10.54514667108941,29.90379696861441,28.60943366245205
0.0703125,18.70200563285576,11.224100751653719,8.374611000759975,16.883394409535157,-21.65757029750879,-2.6947378107377697,-0.5009330489206663,2.7918286154906147,6.160902760597474,6.735600313018831,6.592568930047132,6.105844209757179,23.72250281748249,21.882689868253802
0.078125,15.253530613104745,13.64981628079945,6.321016575060576,12.802891765942245,-39.153516308906205,-7.55569615947277,-4.845065485341254,-3.1629568292270838,3.977565230091859,1.23930744453133,2.4707055925010364,2.225282934248334,16.629242677830042,15.554700692716029
0.0859375,16.727706023575756,21.64765794531199,6.897290300815544,10.367965373629175,-36.50400503904451,-9.593909377000301,-4.337844095009872,-4.758457152120819,2.8761590518123885,-0.34818990513767456,3.3556873470532853,2.181751160003984,14.399920942891763,14.789246932674876
0.09375,21.390065287624008,29.918942263784377,9.854087541411971,12.140553583117137,-17.729914493081452,-7.6536707231084256,0.8630064776449751,-0.6556742320270903,3.513292301998909,3.396782748450372,8.636731897101262,5.935248750382508,17.469850581203907,19.388788587706333
0.1015625,26.518021379854776,34.59589116073685,14.077643275900543,17.900640789518896,3.3530836292526587,-3.2756174636476847,7.066223804297226,5.35109601615083,4.70813347764484,9.979325486218285,15.0812212782484,11.528697872583502,23.29784180558265,26.632154827735533
0.109375,27.494867195455253,32.28381785895936,16.643400711427592,22.992692466483568,14.900170532162598,0.46163619100015196,10.182149650755584,7.967404727568241,5.22964088239864,14.500130190686328,17.681509987487242,14.84695870344755,25.24011120380771,29.594653067337124
0.1171875,24.98085848516677,26.064868571476662,15.62310793677976,24.38068833693544,14.955358345781674,2.400312202508422,9.352857007219113,4.88347766067365,4.58092616951273,14.527196347178778,15.39558208525385,13.853948103568436,22.41056973031643,26.632020288059028
0.125,21.752785788086282,20.24391233139801,11.447378064297205,21.902888417314827,8.319489061462638,3.3092524130372154,6.638989493979254,-1.7805371304791846,3.9542808221251677,11.639491515231033,10.615162876516463,8.82772338375277,17.92984592262423,19.881868718061657
