timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
1970-01-01 13:03:47.576984,4183.59,4186.026,4184.872,4188.462,4184.872,4181.667,4175.256,4186.923,4179.103,4186.667,4132.564,3460.256,4183.59,4186.154
1970-01-01 13:03:47.577029,4187.179,4184.744,4188.205,4190.641,4184.872,4179.103,4175.256,4185.641,4182.436,4189.103,4130.769,3458.59,4182.179,4183.077
1970-01-01 13:03:47.591965,4187.821,4182.308,4187.308,4187.051,4185.769,4177.821,4174.359,4186.41,4184.359,4188.974,4136.795,3457.564,4182.564,4183.333
1970-01-01 13:03:47.592010,4186.795,4184.615,4185.256,4185.641,4184.487,4177.179,4174.103,4185.641,4181.795,4186.282,4138.846,3462.179,4184.872,4186.667
1970-01-01 13:03:47.607445,4183.846,4185.513,4182.564,4188.846,4183.462,4179.487,4179.103,4188.205,4184.487,4187.692,4133.718,3464.744,4183.205,4186.667
1970-01-01 13:03:47.607487,4186.154,4182.179,4189.231,4190.769,4183.59,4183.462,4181.795,4186.923,4188.205,4188.974,4130.769,3460.513,4177.179,4180.897
1970-01-01 13:03:47.621956,4186.154,4181.923,4187.949,4188.974,4182.949,4182.692,4178.59,4183.846,4190.0,4187.051,4136.282,3461.282,4182.051,4181.41
1970-01-01 13:03:47.621996,4188.205,4182.949,4188.333,4188.205,4183.462,4176.41,4176.41,4181.538,4188.333,4185.769,4135.385,3461.538,4182.308,4183.718
1970-01-01 13:03:47.637083,4183.077,4181.795,4190.513,4186.026,4184.359,4178.974,4182.564,4183.462,4190.128,4190.513,4130.513,3458.974,4179.872,4183.718
1970-01-01 13:03:47.652083,4182.179,4176.667,4191.667,4186.026,4184.487,4187.821,4189.103,4183.077,4192.436,4192.949,4129.487,3456.538,4177.949,4177.949
1970-01-01 13:03:47.652128,4182.564,4176.026,4183.846,4186.41,4184.615,4191.795,4189.231,4185.256,4193.205,4190.641,4133.205,3457.692,4180.385,4178.205
1970-01-01 13:03:47.667156,4182.692,4182.308,4185.769,4187.436,4185.385,4186.538,4184.103,4187.564,4190.513,4190.256,4133.077,3457.564,4183.205,4183.462
1970-01-01 13:03:47.667200,4186.026,4186.282,4189.487,4188.205,4185.513,4179.615,4180.256,4184.872,4188.077,4190.128,4131.026,3457.051,4187.179,4187.179
