timestamp,Cz,Fz,Fp1,F7,F3,FC1,C3,FC5,FT9,T7,CP5,CP1,P3,P7,PO9,O1,Pz,Oz,O2,PO10,P8,P4,CP2,CP6,T8,FT10,FC6,C4,FC2,F4,F8,Fp2
1970-01-02 10:05:44.261827,-40.297,13.935,78.182,32.758,-13.657,-3.567,-40.083,0.32,3.854,32.424,3.848,-0.587,-0.986,10.381,-4.532,10.406,-13.039,-7.071,-9.132,-10.093,1.099,-10.58,-13.151,3.143,-1.15,-4.481,3.803,14.795,-7.01,-9.96,-10.269,3.037
1970-01-02 10:05:44.261901,-40.257,10.335,77.591,36.311,-10.57,-2.026,-24.674,-6.34,6.412,16.51,7.943,2.487,1.576,11.396,-4.527,11.42,-12.514,-9.625,-11.172,-10.595,3.147,-13.131,-10.064,3.14,0.388,-9.6,6.361,9.658,-5.978,-11.999,-8.721,4.059
1970-01-02 10:05:44.275620,-42.778,8.788,87.76,38.837,-23.367,0.025,-27.211,-22.216,17.164,15.981,6.398,1.46,-0.475,10.872,-2.473,14.482,-16.087,-6.542,-8.599,-4.437,9.291,-12.606,-7.492,4.673,-4.223,-12.152,2.256,5.549,-3.923,-9.426,-11.274,-0.556
1970-01-02 10:05:44.275687,-40.174,15.439,104.066,43.921,-49.984,-2.024,-36.405,-44.735,32.004,24.162,0.756,-0.078,-3.548,9.836,0.091,21.128,-16.583,-4.998,-8.078,-1.871,6.208,-14.13,-9.022,5.181,-7.293,-13.677,-2.357,9.13,-5.456,-5.83,-11.263,-3.629
1970-01-02 10:05:44.291015,-37.06,16.448,114.72,46.439,-69.401,1.564,-28.684,-67.232,45.804,23.625,5.366,0.434,-2.008,11.363,-0.422,25.205,-11.956,-5.506,-9.607,-6.48,5.177,-12.067,-9.013,5.176,-4.724,-17.249,0.719,10.145,-5.451,-7.361,-7.666,1.498
1970-01-02 10:05:44.291087,-38.56,11.821,113.069,42.294,-60.623,2.587,-13.286,-85.608,56.516,20.016,4.848,0.434,0.556,10.84,-0.421,23.643,-15.018,-3.963,-9.085,-6.986,9.271,-5.907,-10.028,6.195,2.965,-14.67,4.817,8.598,-6.47,-9.403,-8.683,3.033
1970-01-02 10:05:44.305683,-40.058,11.297,99.636,41.739,-33.41,-3.563,-8.662,-100.379,64.145,23.069,-0.792,0.433,1.068,6.731,-0.421,19.521,-20.126,-4.984,-9.076,-5.442,4.651,-6.413,-13.605,4.14,4.499,-10.557,4.3,9.102,-7.488,-8.882,-11.748,-3.63
1970-01-02 10:05:44.305756,-38.993,8.212,81.093,44.259,-10.322,-3.56,-11.728,-103.865,68.691,25.096,4.844,1.457,2.604,8.261,-4.007,10.792,-16.007,-9.59,-10.092,-6.973,0.035,-9.481,-13.079,1.062,-3.19,-10.034,5.32,10.63,-4.407,-9.385,-12.248,-4.139
1970-01-02 10:05:44.321961,-38.442,5.642,71.79,40.628,1.983,-2.531,-22.474,-95.052,66.061,23.534,8.426,1.456,2.601,13.376,-3.49,4.121,-15.479,-9.068,-8.032,-9.528,5.158,-8.959,-13.066,4.135,-10.359,-6.951,5.315,10.619,-2.865,-10.912,-11.724,2.013
1970-01-02 10:05:44.335673,-38.916,12.809,75.817,32.391,1.469,-6.627,-37.821,-79.587,58.31,28.121,3.294,0.43,2.086,11.313,1.124,7.703,-20.587,-4.96,-8.024,-8.494,8.227,-9.462,-12.54,8.229,-16.496,-4.894,2.236,8.559,-5.936,-9.365,-11.2,2.011
1970-01-02 10:05:44.335758,-38.877,15.357,87.524,29.285,-14.926,-5.084,-49.054,-60.04,48.006,36.29,4.828,-0.595,2.084,8.74,2.147,14.356,-16.98,-7.004,-8.016,-4.899,5.145,-9.965,-9.454,7.196,-17.504,-11.037,2.746,5.989,-9.517,-6.794,-10.676,-2.602
1970-01-02 10:05:44.350711,-39.863,8.682,99.732,33.354,-34.891,-4.054,-50.542,-36.414,32.076,33.179,5.335,-1.619,0.033,11.805,-0.929,17.415,-14.401,-8.534,-5.959,-6.944,4.627,-8.418,-12.518,5.14,-9.29,-15.637,3.255,7.52,-10.532,-7.812,-9.641,-5.161
1970-01-02 10:05:44.350780,-39.311,8.673,104.243,35.882,-43.053,-8.148,-40.245,-16.91,12.064,20.851,1.231,-1.105,-0.992,11.793,-2.977,19.447,-17.461,-5.964,-8.002,-12.572,7.184,-7.898,-17.116,2.573,-4.67,-15.109,0.178,9.05,-7.447,-10.365,-8.094,-7.205
1970-01-02 10:05:44.365633,-38.247,12.251,95.43,31.235,-37.375,-6.603,-28.934,-8.184,1.294,19.293,3.279,0.945,0.546,9.22,-0.412,18.403,-14.882,-7.495,-9.531,-11.535,8.202,-7.89,-13.513,0.521,-9.788,-13.557,0.178,6.991,-4.878,-10.355,-5.525,-4.636
1970-01-02 10:05:44.365708,-38.721,12.238,82.014,27.618,-21.968,-5.06,-30.954,-4.077,1.292,28.495,6.35,0.432,2.082,10.748,3.174,12.237,-15.379,-10.562,-4.911,-7.937,7.169,-8.906,-10.426,2.57,-11.828,-8.933,0.69,9.034,-4.361,-8.808,-8.081,0.492
1970-01-02 10:05:44.380574,-38.17,12.739,76.297,30.664,-12.725,-4.542,-35.022,-4.585,3.853,27.955,3.27,-2.642,1.568,12.274,2.146,10.175,-19.975,-6.453,-4.906,-7.929,6.649,-11.459,-12.977,4.104,-13.353,-4.825,-0.847,11.586,-3.332,-7.774,-13.196,1.516
1970-01-02 10:05:44.382390,-37.107,13.238,83.393,33.707,-29.106,0.585,-30.376,-18.925,9.996,17.68,3.779,-2.128,-3.044,10.725,1.632,15.288,-13.807,-3.372,-6.95,-6.897,6.13,-11.448,-12.964,1.539,-18.975,-7.382,-1.359,8.501,-3.329,-10.328,-14.207,6.125
1970-01-02 10:05:44.395749,-39.631,13.737,101.753,39.309,-59.303,1.097,-22.661,-43.497,24.843,13.052,4.8,-0.076,-3.554,9.177,3.679,21.421,-11.232,-5.93,-4.894,-5.865,4.587,-8.362,-12.951,1.537,-17.931,-10.961,-0.845,7.98,-6.912,-11.342,-11.119,8.681
1970-01-02 10:05:44.395815,-41.129,16.797,115.483,45.417,-70.002,-2.49,-8.806,-66.507,41.212,19.187,3.258,-0.076,0.036,9.168,-1.96,26.522,-18.393,-7.461,-6.938,-6.884,4.07,-6.305,-15.5,3.585,-11.253,-12.999,1.205,11.046,-7.929,-9.794,-9.059,-1.574
1970-01-02 10:05:44.411758,-40.063,14.219,105.122,41.786,-54.051,-3.0,4.523,-84.372,53.979,24.803,4.792,0.949,-0.989,10.183,-7.593,27.008,-17.35,-6.942,-9.493,-4.315,5.091,-7.323,-14.459,3.069,-5.607,-15.548,3.765,8.986,-7.409,-10.297,-8.025,-6.696
1970-01-02 10:05:44.411827,-40.535,9.082,80.938,34.572,-21.721,-5.559,2.981,-98.632,65.196,19.655,4.787,4.534,-2.012,10.685,-0.925,16.735,-11.697,-5.398,-6.41,-0.725,4.574,-9.877,-11.883,3.066,-5.601,-15.02,1.712,5.903,-8.939,-11.311,-6.992,-1.566
1970-01-02 10:05:44.425667,-42.032,11.122,64.975,33.0,8.527,-8.115,-8.293,-102.119,72.303,14.512,2.733,3.505,2.601,12.212,2.662,5.447,-16.296,-4.88,-7.428,-4.823,4.569,-10.38,-12.384,4.087,-15.842,-10.906,-1.363,6.921,-9.442,-9.763,-9.547,-1.052
1970-01-02 10:05:44.425721,-40.965,14.185,65.423,34.504,12.617,-3.496,-24.166,-92.283,71.206,28.842,5.292,1.452,1.061,13.736,-1.439,5.954,-17.817,-6.924,-10.494,-7.379,5.077,-9.345,-11.859,3.571,-22.486,-5.26,1.2,8.451,-5.334,-10.777,-13.124,-0.539
1970-01-02 10:05:44.440840,-40.412,11.609,78.677,36.007,-11.475,-1.443,-47.708,-78.359,63.45,47.257,3.749,0.938,-3.551,10.649,1.636,10.047,-12.676,-5.381,-6.385,-3.786,4.047,-9.335,-11.847,4.08,-12.217,-4.23,2.735,9.468,-2.767,-11.791,-13.623,5.097
1970-01-02 10:05:44.443009,-41.908,10.06,96.529,34.434,-34.005,-2.466,-59.955,-62.911,50.067,45.16,-0.865,-1.112,1.576,7.564,2.146,12.086,-15.225,-1.277,-6.891,-6.344,3.531,-8.301,-11.835,3.051,-3.496,-8.324,2.733,9.458,-4.301,-11.267,-11.048,2.018
1970-01-02 10:05:44.457047,-43.916,10.563,102.581,28.764,-37.557,-2.976,-46.063,-37.745,29.524,37.43,3.746,-2.136,4.136,10.631,-6.053,16.685,-18.796,-5.886,-10.471,-13.51,5.576,-8.293,-10.799,0.999,-6.054,-12.414,4.267,7.912,-5.834,-11.768,-10.012,-4.132
1970-01-02 10:05:44.457121,-43.359,11.064,92.232,27.71,-30.859,-7.072,-31.673,-11.58,10.027,33.807,7.329,-0.084,0.033,13.182,-6.047,19.23,-14.678,-9.467,-7.899,-11.447,7.108,-10.334,-12.837,3.047,-3.486,-13.939,4.262,7.391,-5.828,-11.244,-11.027,2.02
1970-01-02 10:05:44.470838,-40.754,14.639,78.82,30.757,-19.558,-4.503,-33.178,-0.298,-0.229,21.478,3.223,-0.084,1.058,11.119,0.62,15.624,-11.59,-5.359,-7.891,-5.288,7.613,-9.811,-14.362,4.581,-1.433,-15.462,4.258,7.384,-6.335,-10.208,-11.528,8.166
1970-01-02 10:05:44.470910,-39.689,14.112,72.593,32.775,-14.927,3.186,-38.78,2.777,-0.741,12.235,5.269,-0.084,1.569,11.62,2.156,13.047,-14.652,-4.841,-9.932,-5.795,6.581,-11.339,-11.786,3.552,-9.629,-12.373,4.766,8.401,-7.353,-11.223,-11.004,4.059
1970-01-02 10:05:44.485840,-39.649,11.024,76.619,35.304,-27.208,-1.428,-37.717,0.212,2.846,22.468,8.85,1.453,-1.506,14.17,-0.92,15.083,-16.174,-6.373,-6.336,-6.301,5.55,-14.913,-11.262,4.06,-13.205,-7.749,1.688,10.442,-4.784,-10.699,-11.505,3.031
1970-01-02 10:05:44.485910,-38.585,12.038,93.449,38.855,-47.161,-5.525,-31.019,-18.231,10.015,25.52,3.718,-0.085,-0.48,9.545,-4.505,18.654,-15.134,-2.781,-5.305,-3.733,5.032,-12.337,-13.812,4.056,-7.045,-7.742,2.711,8.382,-1.705,-7.102,-11.494,6.101
1970-01-02 10:05:44.500824,-38.034,12.538,112.311,42.914,-62.483,2.165,-19.717,-42.804,22.3,13.711,1.665,-1.622,-0.48,6.462,-7.575,23.246,-15.631,-2.265,-9.398,-3.73,3.49,-9.251,-15.847,4.565,0.647,-9.783,6.294,6.325,-3.753,-8.12,-8.921,0.972
1970-01-02 10:05:44.516320,-40.045,10.477,113.223,45.433,-62.42,0.114,-11.5,-60.691,38.16,15.234,5.25,-0.084,-1.504,11.578,-5.006,22.711,-15.615,-5.849,-9.901,-3.726,2.974,-14.365,-14.807,5.072,2.183,-12.335,3.214,12.979,-8.36,-11.186,-6.863,-3.639
1970-01-02 10:05:44.516396,-40.005,13.54,91.593,42.826,-35.205,-8.595,-14.05,-79.586,55.54,24.953,4.22,1.453,1.059,13.104,-0.902,15.516,-11.501,-6.356,-8.354,-2.698,5.533,-15.375,-10.694,5.58,-2.942,-14.372,0.137,12.966,-9.889,-7.076,-6.856,-0.05
1970-01-02 10:05:44.531312,-36.891,15.063,67.935,37.148,-2.382,-3.976,-24.795,-99.487,71.878,24.416,4.215,1.964,0.546,11.554,1.148,10.377,-9.44,-6.349,-9.37,-4.232,6.039,-10.236,-8.121,7.623,-7.55,-13.333,3.21,3.731,-7.829,-5.532,-6.337,0.463
1970-01-02 10:05:44.531383,-34.805,9.413,62.232,35.574,6.329,-2.948,-34.504,-107.584,76.93,23.367,9.847,2.987,-1.504,14.104,4.221,9.342,-13.529,-5.831,-8.336,-2.691,2.959,-11.251,-11.699,7.616,-6.518,-12.807,4.232,4.752,-7.822,-10.649,-7.355,-3.636
1970-01-02 10:05:44.546082,-36.307,9.403,77.539,35.538,-7.509,-10.117,-38.056,-101.329,69.68,26.417,8.812,2.984,1.571,12.04,3.704,10.358,-15.053,-4.288,-6.791,-1.663,3.981,-11.752,-11.175,3.51,-0.363,-11.77,1.154,9.358,-9.351,-11.663,-9.909,-5.682
1970-01-02 10:05:44.546151,-38.32,11.956,98.466,34.99,-31.58,-5.496,-40.067,-84.834,61.926,26.903,1.631,0.419,2.082,5.881,-1.423,13.421,-13.501,-6.333,-6.784,-7.809,7.051,-7.642,-8.09,2.994,5.785,-9.709,1.153,6.787,-6.78,-7.553,-9.387,-3.627
1970-01-02 10:05:44.560974,-41.356,8.357,108.613,34.955,-48.967,0.657,-44.637,-63.744,50.081,33.024,2.142,-2.143,1.568,7.924,0.628,16.481,-16.049,-7.864,-8.827,-12.412,6.019,-8.659,-13.205,4.528,4.754,-10.724,3.201,8.83,-0.625,-7.033,-10.402,0.988
1970-01-02 10:05:44.561039,-42.339,7.837,99.283,32.359,-33.549,-6.516,-40.494,-41.139,29.026,38.114,5.213,-1.628,3.103,11.502,2.164,15.44,-17.57,-5.294,-9.843,-10.351,4.989,-11.724,-14.729,0.937,-3.96,-12.25,2.173,11.895,-1.649,-8.563,-11.929,0.987
1970-01-02 10:05:44.576134,-38.198,11.927,78.692,27.203,-2.265,-7.534,-28.671,-15.995,10.554,25.78,4.696,0.423,0.026,10.466,-1.424,11.326,-14.991,-4.777,-7.784,-7.779,6.008,-9.15,-7.03,0.424,-10.616,-11.213,-0.391,8.296,-6.258,-9.067,-8.843,-2.601
1970-01-02 10:05:44.576205,-35.086,11.403,67.854,28.201,1.324,-2.403,-30.691,3.489,0.81,11.41,4.179,-0.602,-1.511,11.48,-0.398,6.704,-16.512,-4.772,-8.288,-4.185,4.978,-7.092,-8.047,5.034,-13.167,-13.251,0.634,8.288,-5.74,-10.595,-5.76,-2.086
1970-01-02 10:05:44.590979,-36.076,10.367,75.984,33.296,-19.682,-3.938,-37.833,5.535,-5.851,12.423,5.199,-1.626,1.564,12.493,3.701,8.235,-19.058,-2.718,-10.329,-3.668,3.436,-7.597,-13.675,5.029,-15.203,-19.385,3.195,9.305,-6.759,-9.56,-6.779,-2.596
1970-01-02 10:05:44.591048,-36.04,13.431,97.424,36.336,-46.815,-5.471,-30.111,-0.618,-4.308,22.145,4.682,0.937,-0.999,9.407,0.111,22.571,-15.452,-3.74,-6.733,-9.812,4.969,-6.053,-12.636,3.487,-11.601,-20.391,2.167,4.172,-9.314,-6.989,-5.748,-7.716
1970-01-02 10:05:44.605988,-35.491,13.93,119.356,45.009,-75.457,-0.342,-19.834,-9.327,6.455,24.684,4.165,-1.113,-2.535,7.348,-4.5,30.233,-13.9,-8.347,-4.164,-12.364,5.989,-4.51,-11.599,1.434,-3.905,-13.71,1.141,4.168,-6.23,-5.445,-6.766,-6.172
1970-01-02 10:05:44.606053,-37.505,11.354,126.409,52.649,-82.554,0.17,-13.154,-32.372,21.817,15.95,2.624,-4.698,1.566,4.78,-2.958,19.957,-15.935,-9.363,-8.259,-8.253,3.934,-4.505,-12.612,-0.616,-5.95,-8.061,4.213,8.262,-4.687,-6.976,-11.37,-1.555
1970-01-02 10:05:44.620967,-35.931,10.83,106.815,46.448,-52.246,-3.416,-5.457,-61.541,40.239,10.299,3.646,-2.644,-0.997,6.824,-0.394,16.35,-14.895,-6.28,-8.25,-8.245,2.393,-7.062,-12.599,1.946,-16.703,-6.004,4.721,5.692,-5.707,-10.555,-11.359,1.008
1970-01-02 10:05:44.621028,-31.796,11.844,74.433,37.18,-19.406,-4.949,-11.599,-81.459,58.641,16.949,6.716,1.457,-4.07,12.453,1.656,17.359,-13.855,-5.249,-3.631,-9.261,3.415,-9.617,-14.124,2.456,-20.785,-6.51,-0.406,5.174,-2.115,-11.057,-9.298,7.155
1970-01-02 10:05:44.637090,-33.301,14.906,52.329,34.069,7.766,-7.506,-27.469,-98.284,71.903,27.69,5.172,1.967,2.595,13.465,3.703,7.095,-15.891,-6.781,-5.165,-6.178,6.485,-9.095,-13.597,0.404,-15.129,-8.041,-3.48,8.755,-2.113,-6.435,-10.314,9.709
1970-01-02 10:05:44.637160,-35.83,14.379,54.326,28.4,9.295,-10.06,-26.929,-109.969,78.491,36.372,2.606,1.966,4.129,11.914,4.724,2.477,-13.825,-7.286,-7.209,-5.66,6.991,-8.573,-12.047,4.503,-9.99,-13.156,2.671,7.21,-7.234,-6.429,-8.767,0.478
1970-01-02 10:05:44.651133,-35.282,10.266,79.375,27.347,-21.452,-8.001,-19.73,-107.297,74.826,37.872,4.652,1.964,0.026,11.39,1.646,14.77,-11.762,-7.279,-5.152,-8.728,5.96,-8.565,-14.596,6.035,-5.882,-18.266,6.767,3.616,-8.764,-10.521,-7.221,-6.182
1970-01-02 10:05:44.651204,-36.783,11.793,111.059,36.541,-53.706,-2.357,-25.345,-93.358,64.505,31.174,3.111,1.449,1.563,9.842,-2.455,22.952,-13.288,-8.808,-7.196,-9.232,8.515,-8.044,-15.606,1.93,-5.364,-16.198,2.662,4.637,-8.755,-9.998,-7.726,-2.078
1970-01-02 10:05:44.666450,-40.333,15.879,118.632,39.578,-60.313,-0.306,-35.054,-71.235,50.608,33.192,-0.479,-0.089,2.074,9.32,-1.427,19.856,-14.811,-9.312,-9.751,-8.198,11.581,-9.573,-13.541,1.929,-13.043,-10.547,1.122,7.194,-9.259,-7.939,-8.743,1.51
1970-01-02 10:05:44.666511,-37.731,13.814,93.41,31.854,-31.051,-3.892,-37.58,-40.425,29.041,39.307,3.62,-0.089,-0.49,8.798,1.136,12.151,-16.846,-6.741,-5.642,-9.214,5.934,-12.637,-12.503,2.439,-20.202,-6.95,2.658,7.699,-4.639,-9.98,-10.783,5.095
1970-01-02 10:05:44.681055,-33.595,12.264,64.628,23.625,1.768,-5.425,-32.42,-12.72,6.47,29.021,6.178,1.448,2.072,9.302,0.11,4.454,-16.829,-4.685,-5.124,-8.693,1.829,-11.6,-10.442,1.924,-18.133,-4.381,0.606,7.692,-0.536,-10.995,-11.797,6.627
1970-01-02 10:05:44.681114,-37.147,13.788,59.44,21.04,9.451,-2.345,-26.752,7.272,-6.344,15.16,2.586,0.934,3.095,13.391,-0.403,5.475,-14.25,-7.242,-8.706,-8.172,7.975,-9.027,-10.431,4.484,-10.942,-4.889,1.118,7.172,-4.121,-11.496,-7.687,2.522
1970-01-02 10:05:44.696310,-40.696,10.188,74.238,27.679,-15.662,-0.806,-32.361,22.122,-12.485,20.268,5.657,-0.604,-2.544,13.89,-1.939,12.641,-16.285,-9.796,-8.185,-9.188,7.967,-9.53,-12.47,3.455,-3.247,-9.495,1.629,7.165,-7.191,-10.972,-7.167,-0.042
1970-01-02 10:05:44.711151,-39.118,7.104,98.754,37.898,-47.921,-3.367,-38.476,21.588,-11.96,30.494,9.75,0.422,-2.541,7.216,-5.011,20.826,-16.781,-5.176,-7.152,-7.642,0.787,-10.033,-11.945,-0.135,-1.194,-13.584,-0.422,8.694,-5.134,-6.351,-10.746,1.495
1970-01-02 10:05:44.711221,-40.616,13.757,120.172,42.983,-67.341,-0.802,-35.876,5.172,1.884,24.316,2.056,-0.603,2.585,4.647,-3.469,27.465,-11.642,-2.609,-9.194,-4.56,3.86,-9.511,-12.958,3.451,-3.755,-14.595,1.628,7.661,-4.617,-4.295,-9.198,0.469
1970-01-02 10:05:44.726228,-40.576,16.817,116.466,46.014,-59.589,4.322,-34.815,-19.936,23.399,16.607,-2.045,-4.189,2.07,7.716,1.145,23.339,-15.216,-6.192,-7.648,-5.068,8.467,-9.501,-12.945,6.009,-6.312,-12.531,4.188,4.067,-8.711,-8.901,-6.627,1.493
1970-01-02 10:05:44.726298,-34.9,11.677,89.197,44.431,-32.377,0.731,-35.293,-51.679,41.819,26.836,3.08,-0.599,-1.006,10.27,1.144,15.119,-18.275,-6.699,-5.078,-5.575,3.335,-10.004,-10.37,4.467,-9.892,-8.933,0.597,5.6,-8.19,-11.966,-9.695,4.565
1970-01-02 10:05:44.741238,-36.402,13.203,63.493,35.677,0.443,-6.954,-25.011,-80.317,55.609,34.494,3.077,3.5,-0.493,12.309,-1.419,12.542,-12.621,-4.643,-5.586,-4.545,1.795,-9.994,-14.971,4.974,-12.444,-7.387,0.597,11.23,-3.571,-9.905,-10.197,4.561
1970-01-02 10:05:44.741312,-42.513,14.726,54.208,32.568,22.471,-4.385,-13.203,-98.679,68.873,20.627,2.562,1.96,2.069,10.76,-1.93,7.406,-15.682,-7.712,-7.117,-6.59,4.355,-10.496,-17.517,1.896,-6.796,-7.892,3.67,11.731,-3.567,-9.383,-9.163,3.531
1970-01-02 10:05:44.756262,-40.421,9.076,65.936,36.121,11.691,0.742,-12.678,-113.438,78.538,20.607,5.121,0.421,3.604,7.163,-1.928,4.837,-19.765,-8.729,-7.622,-7.608,2.301,-12.023,-12.377,-2.205,-2.178,-7.884,2.129,9.158,-7.662,-10.911,-11.203,1.991
1970-01-02 10:05:44.758176,-36.795,10.604,95.584,36.085,-20.597,-3.357,-17.788,-117.935,79.997,44.152,3.066,0.933,3.088,8.18,-3.975,17.128,-15.134,-7.183,-5.053,-6.063,3.836,-10.986,-12.364,2.92,-6.787,-9.413,1.103,8.636,-8.679,-10.9,-9.142,-1.085
1970-01-02 10:05:44.772697,-37.27,17.253,118.543,39.123,-47.728,-6.428,-20.332,-100.911,72.232,43.596,3.063,1.957,-1.526,8.172,-4.483,26.845,-16.144,-7.176,-2.999,-7.082,7.93,-10.975,-14.914,8.553,-8.83,-12.477,3.151,7.091,-6.621,-7.303,-5.547,-0.571
1970-01-02 10:05:44.772767,-35.696,12.113,116.375,42.158,-48.705,-0.786,-23.898,-75.195,54.741,18.961,7.159,0.93,-3.061,6.115,-0.38,22.719,-18.177,-4.095,-7.607,-7.587,7.41,-14.55,-9.263,6.495,-6.771,-14.002,2.635,5.034,-5.59,-2.172,-8.103,3.015
1970-01-02 10:05:44.786644,-36.173,5.953,95.254,31.869,-28.164,-2.322,-30.022,-46.943,29.071,17.918,4.59,-0.608,2.065,9.695,3.206,17.574,-12.011,-4.603,-10.673,-3.993,7.403,-11.974,-8.742,3.927,-6.252,-12.451,0.071,8.615,-6.097,-4.219,-9.632,3.012
1970-01-02 10:05:44.786717,-37.161,9.021,70.568,23.128,-0.984,-9.492,-34.09,-14.108,7.525,31.732,2.024,0.417,2.063,10.71,1.666,13.97,-11.999,-7.16,-6.051,-6.551,6.883,-6.839,-13.344,1.874,-0.098,-10.389,-0.441,11.681,-7.115,-10.875,-7.573,0.448
1970-01-02 10:05:44.800271,-34.562,9.012,60.763,26.691,7.727,-4.359,-34.056,12.546,-4.778,24.016,5.096,1.954,-2.55,6.088,-1.409,12.419,-14.549,-4.079,-3.996,-13.717,5.339,-9.394,-12.306,2.897,9.123,-11.403,1.096,11.157,-6.084,-11.376,-10.127,0.447
1970-01-02 10:05:44.800343,-38.626,7.466,77.097,32.812,-14.31,1.793,-35.047,22.78,-13.482,10.672,3.041,-0.097,-1.011,7.107,-1.92,17.017,-12.997,-4.587,-8.091,-12.678,8.408,-9.897,-11.269,5.968,6.04,-10.367,2.12,10.633,-4.028,-9.316,-13.703,3.008
1970-01-02 10:05:44.815305,-43.198,13.094,100.586,37.39,-40.424,-5.894,-38.598,18.659,-9.882,16.297,-0.036,0.415,-1.009,10.686,0.131,19.562,-16.058,-10.218,-8.082,-9.592,9.936,-5.788,-13.307,3.912,-4.212,-6.258,1.093,11.135,-5.049,-9.307,-11.128,3.518
1970-01-02 10:05:44.817246,-37.008,16.155,106.633,42.988,-48.068,-8.449,-42.145,0.197,8.571,23.965,0.989,0.927,-3.57,8.114,2.18,17.493,-17.579,-8.159,-6.025,-12.144,8.389,-7.319,-11.244,1.347,-7.282,-7.789,1.092,8.05,-7.093,-7.248,-7.018,3.514
1970-01-02 10:05:44.831295,-33.897,13.065,94.743,46.019,-39.823,-0.244,-39.542,-25.419,24.444,19.33,0.988,-2.66,-0.493,7.593,2.178,17.988,-12.951,-5.589,-7.044,-13.156,9.918,-8.337,-11.233,5.444,-7.787,-13.929,3.652,4.456,-8.623,-6.728,-7.523,-0.076
1970-01-02 10:05:44.831366,-37.449,10.49,80.304,42.899,-22.365,-3.83,-23.62,-54.083,35.69,14.7,1.499,-1.12,2.069,10.659,1.151,17.97,-12.425,-9.17,-9.086,-6.996,7.859,-7.304,-14.296,4.414,-6.754,-14.427,3.649,5.476,-10.663,-9.796,-8.54,-5.711
1970-01-02 10:05:44.845333,-35.362,10.48,73.563,34.659,-7.485,-14.585,-3.105,-84.255,54.097,15.198,5.084,3.492,0.53,9.624,4.736,15.39,-12.413,-7.111,-6.515,-4.427,0.679,-8.833,-12.744,-1.738,-3.674,-9.802,1.596,8.544,-10.14,-8.761,-6.483,-5.193
1970-01-02 10:05:44.845402,-33.79,10.982,75.027,29.502,-8.503,-8.422,2.534,-107.224,69.412,15.182,5.079,0.926,2.579,8.078,5.243,13.838,-11.376,-4.542,-2.923,-9.546,1.19,-6.775,-12.219,1.85,-6.744,-8.256,3.131,8.536,-6.544,-6.703,-6.988,0.448
1970-01-02 10:05:44.860379,-35.805,10.458,84.685,34.083,-18.228,0.295,-10.789,-115.826,74.978,19.778,2.0,-0.611,3.601,10.119,0.115,12.287,-13.926,-8.124,-4.457,-10.561,5.287,-4.719,-13.232,5.434,-11.86,-6.198,4.153,7.502,-2.951,-8.746,-11.08,1.472
1970-01-02 10:05:44.860453,-33.208,9.423,97.921,32.512,-26.407,-4.316,-33.832,-114.686,77.465,35.64,0.461,5.025,-0.501,11.646,0.627,13.3,-13.4,-9.653,-8.551,-5.939,2.721,-10.862,-10.145,0.306,-12.873,-3.118,1.075,8.007,-4.485,-10.274,-11.581,4.544
1970-01-02 10:05:44.875385,-32.15,10.951,99.36,24.795,-29.454,-7.385,-47.118,-100.739,70.727,50.461,0.973,5.02,-2.037,11.122,5.237,16.872,-10.313,-8.106,-7.005,-7.983,3.23,-11.876,-10.135,0.818,-12.86,-4.139,-0.463,8.512,-10.629,-9.239,-7.471,5.052
1970-01-02 10:05:44.877253,-33.655,12.477,84.916,25.282,-20.203,-3.792,-36.825,-72.973,49.14,42.214,4.046,0.404,-1.523,11.11,3.695,13.782,-13.888,-7.586,-2.9,-11.561,7.325,-5.204,-14.735,4.915,-11.31,-10.283,0.049,6.966,-13.692,-8.205,-5.414,-3.662
1970-01-02 10:05:44.890534,-32.084,7.854,67.925,25.769,-1.227,-6.349,-19.882,-43.187,23.475,19.63,6.091,0.403,0.015,11.612,2.155,10.182,-15.411,-5.529,-5.458,-6.939,6.294,-4.174,-12.671,1.837,-5.664,-15.396,-0.463,2.861,-9.58,-4.611,-5.921,-8.269
1970-01-02 10:05:44.890604,-33.077,6.821,55.561,20.108,9.02,-10.442,-19.862,-13.942,2.447,16.536,6.597,1.428,2.065,12.112,2.153,11.196,-10.785,-2.45,-9.039,-5.395,3.213,-5.707,-12.146,0.298,-3.096,-14.868,2.099,3.37,-6.496,-2.557,-7.965,-4.675
1970-01-02 10:05:44.906440,-37.655,12.45,59.604,24.186,-2.772,-7.357,-30.088,12.712,-10.875,25.229,5.054,2.451,1.038,9.026,0.101,11.697,-13.336,-2.96,-7.493,-9.488,4.747,-6.726,-16.233,2.347,-8.729,-11.779,3.122,6.441,-8.539,-6.14,-10.518,-4.67
1970-01-02 10:05:44.920470,-36.08,16.536,92.332,36.458,-35.045,-1.202,-30.57,21.409,-12.914,13.933,1.463,3.473,-0.5,6.968,1.638,18.858,-15.884,-5.518,-5.949,-8.454,8.329,-9.793,-12.63,1.832,-17.429,-5.62,0.557,3.36,-8.018,-9.208,-9.995,2.507
