Timestamp,Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2
0.0,-35.065,-3.403,-115.343,-28.519,-1.296,-6.625,90.722,0.787,-5.044,-16.247,-11.423,-16.212,-15.744,32.847,-0.796,4.581,-0.4,11.822,-5.176,-12.179,-6.636,21.671,-10.61,-7.762,176.235,16.335,-10.865,25.682,-74.973
6.369999982780428e-05,-43.739,-19.281,-137.257,-33.613,-17.689,-23.012,123.419,-13.046,-13.235,-31.6,-25.244,-29.003,-24.437,11.81,-16.677,-6.182,-11.67,12.322,-22.077,-27.536,-18.925,1.157,-28.53,-30.809,177.596,-5.198,-23.149,-2.008,-92.317
0.017087099999571365,-45.744,-15.676,-128.411,-19.235,-12.036,-6.595,91.02,19.755,4.196,-15.174,-20.608,-22.827,-17.24,3.089,-15.636,-3.615,-10.122,13.334,-18.981,-23.41,-16.344,4.23,-25.428,-31.29,148.729,-4.168,-21.589,-4.567,-100.421
0.01715539999986504,-50.822,-18.221,-120.085,-35.61,-10.999,-7.101,74.023,15.124,-3.493,-16.184,-19.051,-20.754,-25.42,0.524,-14.083,-3.099,-13.185,0.001,-16.912,-22.362,-13.766,6.275,-20.792,-25.623,132.186,-3.652,-20.031,-2.514,-97.247
0.030001499999798398,-34.377,-6.932,-111.256,-31.476,-5.865,-5.557,106.737,1.789,2.659,-12.581,-9.81,-15.098,-12.587,13.331,-0.749,8.688,1.173,18.956,-4.088,-9.02,-5.043,18.052,-10.013,-13.815,143.837,6.086,-10.789,9.272,-72.047
0.03007049999996525,-16.412,12.03,-104.485,-1.73,8.485,10.33,137.369,15.107,22.124,1.776,-0.067,-5.862,5.869,22.54,11.035,18.413,13.467,34.307,9.749,2.772,4.183,33.915,1.268,1.568,118.078,22.986,-1.044,26.681,-68.901
0.045014399999672605,-35.351,-5.913,-131.533,-24.27,-1.769,-4.537,104.956,4.846,-1.465,-17.181,-16.973,-21.737,-21.802,3.562,-9.981,0.976,-10.113,1.997,-6.655,-20.285,-10.166,15.951,-14.615,-12.778,101.054,4.52,-13.851,15.384,-101.107
0.045078799999828334,-49.66,-20.764,-146.258,-48.324,-14.063,-12.217,72.576,8.94,-14.783,-28.435,-23.616,-31.449,-36.124,4.583,-18.68,-6.197,-12.664,-2.104,-14.845,-26.924,-17.328,3.127,-24.846,-32.745,133.74,-10.854,-21.522,4.61,-105.105
0.06009699999958684,-28.093,6.921,-113.324,-15.488,7.468,20.583,82.749,41.719,18.019,4.381,1.511,-6.315,-3.301,36.341,8.491,16.863,20.136,30.686,7.711,3.329,2.157,29.252,-2.792,-20.417,166.394,16.309,-1.008,22.024,-73.237
0.06016039999985878,-23.967,8.451,-97.841,-0.104,10.534,13.902,115.454,14.012,18.514,6.426,2.022,-2.21,1.826,34.768,6.433,17.358,18.067,33.729,3.093,-1.285,0.618,27.685,-5.351,-14.761,133.952,16.805,0.53,17.903,-73.163
0.07718209999984538,-45.972,-23.832,-130.019,-32.379,-21.751,-18.387,148.126,-18.277,-13.78,-25.856,-28.719,-30.897,-30.452,6.556,-24.312,-8.787,-14.227,1.42,-26.624,-33.047,-23.461,-4.618,-37.109,-36.776,101.543,-14.974,-23.549,-5.681,-105.366
0.07725109999955748,-42.852,-23.809,-148.332,-46.179,-22.242,-10.172,115.703,14.529,-5.057,-21.731,-28.69,-26.768,-26.835,6.55,-18.652,-7.241,-9.602,-3.192,-19.938,-25.329,-20.364,2.047,-31.948,-39.813,134.229,-9.324,-22.501,3.034,-108.846
0.09045479999986128,-24.366,1.318,-124.618,-15.907,2.883,22.626,83.312,47.302,24.662,11.078,-3.558,-4.712,0.344,18.838,0.322,12.234,6.802,12.181,1.087,-4.812,-5.486,27.148,-6.301,-22.867,148.44,11.178,-6.597,17.376,-85.171
0.09052959999962695,-30.49,-7.392,-116.296,-22.551,-5.316,3.136,116.016,14.979,8.755,-1.741,-8.678,-15.978,-10.927,13.184,-9.925,8.123,-4.476,8.07,-7.623,-15.565,-12.653,17.387,-12.955,-25.918,120.627,1.432,-14.787,-1.085,-84.574
0.10504029999992781,-45.316,-23.779,-128.987,-44.045,-23.754,-22.483,143.052,-17.311,-13.283,-28.891,-31.211,-32.868,-34.994,2.413,-22.722,-8.279,-17.279,-9.869,-20.936,-29.382,-23.399,3.025,-28.823,-40.236,142.023,-8.815,-26.043,-15.941,-100.883
0.10510889999977735,-43.222,-17.607,-131.932,-29.656,-18.095,-6.066,110.634,15.494,-5.072,-18.616,-28.618,-25.663,-29.324,2.922,-17.577,-9.295,-12.651,-7.81,-18.353,-25.767,-21.839,6.608,-27.258,-43.782,151.102,-6.757,-21.406,-7.728,-98.733
0.12002369999981966,-29.858,-3.245,-119.505,-6.061,-3.22,16.481,78.248,48.266,10.814,4.456,-7.585,-12.317,-8.802,20.85,-5.264,3.522,4.78,18.838,-7.576,-11.909,-10.546,17.36,-14.935,-29.394,118.676,2.984,-9.602,10.723,-82.753
0.12009809999972276,-14.972,11.103,-102.479,0.605,10.615,26.711,110.957,43.607,25.148,14.186,6.255,0.503,5.039,43.371,10.111,17.863,24.243,33.676,11.386,7.571,5.346,35.273,3.011,-3.749,128.291,24.497,4.752,33.254,-74.985
0.1366701999995712,-18.03,4.944,-108.012,-7.592,10.605,22.074,86.256,44.588,22.561,6.487,-0.411,-1.547,0.423,34.618,6.002,14.771,17.046,18.273,10.863,2.953,-0.807,32.677,0.959,-8.356,160.95,21.399,1.674,26.561,-84.644
0.13673219999964203,-47.214,-27.336,-140.18,-37.298,-20.144,-10.224,107.174,12.268,-9.737,-25.795,-29.1,-28.698,-28.267,4.87,-22.693,-9.835,-12.684,-5.824,-21.423,-29.326,-31.032,0.369,-31.318,-40.623,143.883,-10.898,-29.066,-5.741,-110.175
0.1650152999995953,-64.585,-46.264,-161.556,-59.803,-45.227,-38.391,139.855,-20.02,-33.293,-48.823,-49.051,-44.551,-49.243,0.254,-36.503,-24.169,-22.406,-14.015,-39.845,-45.178,-42.272,-18.075,-53.316,-65.173,111.464,-30.354,-45.431,-29.302,-125.946
0.1650790999997298,-48.127,-23.164,-143.976,-39.763,-27.763,-16.323,107.439,2.03,-10.718,-27.77,-31.583,-28.112,-30.751,18.697,-22.634,-9.801,-4.452,0.344,-15.215,-23.616,-23.787,6.022,-30.209,-36.419,103.156,-6.758,-27.455,1.978,-111.988
0.16511829999990368,-28.099,4.524,-111.557,-6.935,0.954,16.481,75.057,34.815,18.494,3.509,-5.936,-9.641,-6.129,28.925,-6.217,7.628,8.36,23.397,5.805,-3.612,-8.394,26.508,-8.149,-11.279,135.84,15.79,-7.96,34.252,-88.31
0.16515819999995074,-27.558,8.105,-100.687,-2.83,3.002,18.002,61.149,42.465,20.525,4.53,-5.93,-7.582,-7.66,25.822,-0.576,9.157,5.79,25.423,1.701,-4.633,-8.898,23.92,-14.801,-16.391,157.734,17.312,-7.44,28.07,-81.562
0.18005859999993845,-35.215,-3.174,-116.468,-19.733,-7.247,9.787,93.876,22.443,10.258,-5.721,-15.658,-16.284,-14.825,14.013,-7.747,2.488,-4.974,6.442,-8.035,-15.387,-14.524,12.625,-25.032,-24.059,125.813,9.097,-16.654,8.574,-90.189
