Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2,Label
-41.263,-97.848,-209.334,-53.691,-75.317,-70.506,-98.32,-39.776,-82.199,-96.311,-68.83,-80.581,-82.445,-68.116,-42.892,-55.208,-95.543,98.32,-24.037,-75.732,-57.146,-52.509,-51.043,-79.432,-50.995,-109.573,-37.058,-54.975,-184.167,4
-45.833,-95.7,-212.711,-48.002,-81.39,-75.046,-83.365,-38.712,-84.678,-101.338,-77.983,-86.136,-84.924,-65.486,-37.726,-58.739,-94.422,105.906,-17.865,-80.267,-57.088,-50.407,-48.431,-71.155,-49.408,-110.488,-39.07,-51.334,-191.155,4
-56.545,-103.289,-226.842,-44.88,-91.555,-84.193,-58.691,-42.259,-81.52,-100.724,-82.516,-94.247,-88.425,-69.007,-4.901,-61.754,-99.963,102.214,-19.896,-92.482,-60.618,-53.431,-51.456,-71.084,-56.018,-110.89,-40.568,-55.381,-205.821,4
-57.513,-109.334,-232.251,-47.397,-91.463,-81.035,-57.607,-46.316,-76.315,-96.013,-80.896,-96.202,-85.775,-73.548,10.473,-65.278,-99.351,99.038,-28.586,-94.951,-65.168,-61.574,-59.089,-82.284,-68.77,-117.439,-45.138,-59.424,-217.398,4
-64.116,-114.86,-241.24,-50.936,-91.372,-82.491,-79.067,-50.88,-79.313,-98.991,-85.426,-98.155,-83.64,-72.45,-13.616,-71.873,-101.813,99.963,-32.143,-98.442,-73.812,-70.734,-64.666,-94.497,-71.775,-131.666,-53.802,-60.901,-240.234,4
-75.322,-123.454,-243.048,-48.836,-95.891,-91.63,-87.185,-46.731,-80.77,-104.015,-88.414,-102.668,-84.581,-70.328,-13.09,-76.412,-106.835,97.814,-34.673,-105.516,-79.886,-76.299,-65.113,-96.964,-69.142,-136.658,-55.798,-60.841,-238.457,4
-76.272,-124.868,-228.973,-45.713,-100.406,-93.587,-84.536,-43.098,-78.128,-105.448,-90.888,-108.2,-87.058,-68.721,4.342,-77.36,-104.166,96.692,-35.15,-104.386,-77.756,-74.173,-63.511,-95.842,-61.9,-132.935,-53.693,-65.903,-205.431,4
-70.56,-119.62,-227.207,-44.13,-102.867,-93.494,-95.21,-48.178,-79.587,-106.367,-95.407,-113.215,-89.533,-68.14,1.264,-76.771,-102.525,95.57,-32.041,-101.72,-75.117,-69.488,-62.423,-93.697,-58.764,-131.265,-56.713,-69.935,-200.615,4
-60.243,-112.328,-235.177,-30.254,-95.592,-86.74,-94.602,-38.908,-72.335,-101.137,-85.578,-109.003,-84.832,-64.998,7.922,-72.595,-100.373,96.499,-29.96,-98.544,-69.919,-64.808,-58.262,-80.796,-67.927,-122.937,-51.533,-59.107,-216.808,4
-49.425,-107.092,-236.478,-13.317,-86.275,-72.821,-72.991,-21.451,-54.844,-88.741,-73.197,-101.21,-74.501,-56.224,25.333,-72.01,-96.687,101.526,-28.905,-91.274,-62.677,-64.743,-55.13,-74.567,-70.933,-114.617,-42.772,-45.216,-215.567,4
-53.986,-108.01,-236.242,-15.866,-86.188,-74.798,-71.893,-22.966,-50.178,-88.652,-78.247,-105.207,-72.89,-52.582,17.111,-76.549,-100.176,97.838,-29.901,-93.232,-66.2,-70.314,-60.71,-86.276,-59.591,-121.162,-48.877,-42.609,-223.548,4
-60.08,-108.927,-223.71,-23.534,-86.615,-87.018,-78.994,-24.992,-52.69,-97.785,-84.829,-111.25,-77.94,-56.627,7.36,-78.01,-97.002,94.154,-32.433,-97.749,-72.794,-71.268,-62.699,-85.677,-53.896,-123.603,-53.439,-42.566,-225.374,4
-58.483,-108.818,-210.167,-25.048,-85.503,-88.468,-70.718,-21.894,-54.174,-103.323,-87.818,-114.725,-81.961,-60.157,11.963,-83.055,-93.319,96.622,-35.474,-99.188,-73.746,-72.222,-60.587,-79.956,-59.99,-121.942,-49.287,-48.671,-197.484,4
-64.06,-115.881,-230.449,-23.486,-91.565,-90.429,-74.745,-29.556,-62.317,-108.855,-96.439,-126.905,-89.563,-65.732,2.217,-95.779,-105.009,90.377,-41.586,-107.286,-79.308,-81.883,-65.649,-96.27,-65.566,-135.653,-56.41,-58.357,-201.385,4
-60.409,-111.667,-239.952,-8.093,-91.986,-85.728,-75.183,-21.33,-56.619,-104.135,-90.195,-126.266,-86.912,-62.593,0.678,-91.585,-100.805,90.287,-38.471,-105.13,-78.716,-78.728,-63.534,-97.711,-55.254,-134.492,-57.891,-41.392,-231.41,4
-47.541,-99.26,-212.56,3.698,-84.21,-72.834,-48.98,-2.353,-39.144,-90.199,-76.273,-113.332,-71.968,-48.185,11.948,-80.735,-83.286,98.906,-28.699,-92.217,-70.953,-68.915,-57.323,-78.658,-45.977,-115.915,-49.636,-25.981,-222.469,4
-70.548,-119.14,-222.594,-17.823,-96.421,-93.766,-59.177,-20.282,-53.449,-104.453,-99.25,-135.76,-85.729,-55.822,-11.63,-104.22,-99.597,80.876,-46.088,-112.104,-89.837,-89.851,-73.66,-96.51,-74.108,-134.754,-66.493,-58.231,-222.759,4
-101.728,-147.198,-254.646,-31.637,-114.255,-124.923,-91.393,-41.266,-75.425,-133.038,-125.279,-165.338,-114.332,-75.746,-39.795,-130.244,-118.452,65.426,-69.096,-138.632,-113.826,-114.352,-89.468,-122.029,-104.26,-163.821,-88.455,-83.276,-248.151,4
-77.035,-123.485,-229.289,-5.478,-101.333,-104.818,-74.396,-15.609,-55.37,-119.585,-103.124,-143.656,-98.849,-58.252,-20.288,-109.109,-93.743,93.025,-48.535,-116.465,-95.269,-94.257,-71.447,-98.341,-73.417,-140.091,-69.411,-50.405,-220.239,4
-45.195,-90.574,-196.272,12.459,-82.789,-74.487,-41.534,10.534,-30.211,-91.288,-76.893,-116.872,-70.061,-30.529,0.225,-83.385,-74.182,111.375,-23.896,-87.147,-66.997,-69.572,-52.421,-70.065,-40.556,-107.163,-45.776,-18.591,-187.231,4
-61.544,-104.828,-216.568,-0.874,-88.854,-88.757,-59.423,-2.284,-39.915,-100.931,-89.624,-131.612,-82.286,-40.745,-10.022,-97.646,-86.915,91.796,-36.167,-102.429,-78.2,-82.823,-62.614,-79.217,-59.471,-118.839,-55.976,-37.016,-215.733,4
-86.073,-129.314,-243.503,-13.681,-101.06,-108.649,-90.102,-19.7,-54.732,-121.834,-106.441,-149.924,-103.721,-58.122,-22.307,-119.065,-94.513,79.409,-55.086,-123.843,-103.225,-102.207,-76.384,-97.581,-80.416,-141.262,-73.339,-59.008,-247.792,4
-94.184,-133.283,-251.969,-18.278,-106.595,-113.151,-81.303,-22.242,-56.727,-125.811,-111.97,-157.971,-106.178,-56.015,-33.555,-128.167,-93.906,77.793,-63.74,-125.768,-109.782,-106.716,-81.431,-106.705,-78.287,-149.83,-78.901,-60.998,-252.155,4
-94.602,-133.662,-250.18,-15.186,-106.488,-118.161,-62.778,-19.146,-52.059,-126.71,-116.981,-162.936,-104.535,-49.811,-42.743,-129.064,-92.788,76.178,-62.14,-121.544,-103.012,-104.56,-80.325,-104.549,-78.208,-147.119,-76.773,-57.863,-232.435,4
-78.626,-124.307,-219.704,1.736,-93.574,-111.895,-50.933,-7.856,-41.249,-119.411,-104.568,-149.453,-94.185,-35.929,-37.577,-116.127,-75.789,93.008,-44.147,-108.103,-92.151,-89.599,-68.461,-89.587,-65.835,-128.016,-65.425,-45.51,-202.489,4
-69.326,-113.936,-202.578,12.492,-89.894,-99.487,-43.197,2.398,-32.498,-107.508,-94.218,-140.594,-84.357,-26.159,-32.417,-110.888,-65.979,101.624,-41.541,-103.384,-90.009,-84.386,-62.245,-87.961,-53.473,-120.203,-61.261,-37.268,-201.774,4
-90.261,-134.315,-234.651,-3.402,-110.296,-110.146,-60.06,-3.24,-39.638,-118.159,-114.103,-162.483,-100.666,-45.089,-41.094,-130.757,-85.893,77.444,-66.603,-125.31,-106.825,-108.38,-78.064,-105.803,-75.962,-144.674,-79.643,-55.673,-231.286,4
-107.077,-157.746,-258.495,-21.841,-121.969,-125.406,-85.103,-13.995,-51.894,-138.021,-131.408,-179.739,-120.545,-65.023,-53.348,-149.069,-101.176,59.948,-79.344,-143.115,-123.625,-124.153,-92.843,-117.481,-96.89,-162.46,-95.957,-75.085,-246.424,4
-102.359,-150.929,-244.916,-18.233,-112.626,-124.768,-83.993,-13.981,-53.379,-137.371,-124.616,-178.022,-119.4,-60.348,-57.393,-150.97,-94.928,63.474,-75.166,-137.849,-121.964,-114.807,-89.677,-115.826,-89.621,-154.101,-90.738,-68.863,-253.863,4
-98.158,-142.069,-243.134,-8.481,-108.927,-124.643,-73.151,-10.893,-48.714,-131.598,-122.443,-178.357,-114.67,-54.14,-51.7,-150.306,-92.271,56.751,-76.115,-132.076,-116.207,-113.156,-82.927,-110.587,-82.359,-145.75,-81.938,-57.011,-251.559,4
-97.036,-146.025,-246.99,-10.01,-110.355,-129.641,-74.615,-12.932,-47.129,-134.028,-125.906,-176.129,-114.043,-55.622,-49.087,-148.619,-94.74,51.571,-72.965,-131.431,-115.578,-115.092,-80.282,-103.305,-82.277,-144.067,-82.369,-56.441,-222.619,4
-94.377,-145.879,-233.423,-11.024,-107.171,-126.95,-72.491,-9.845,-45.032,-132.357,-118.608,-166.219,-105.732,-44.808,-58.259,-141.81,-86.449,66.377,-62.646,-127.201,-111.364,-105.243,-78.665,-100.64,-79.633,-140.849,-84.848,-58.434,-213.175,4
